ID;parent_ID;title;hierarchyLevel
2f75651e-4d1a-493f-8910-b26466f5ada5;4da2f478-fb76-44b0-8783-48ba0353f228;02-UHD's/Tickets;1
2bc61c24-aae4-47d3-a514-715aac4a3238;4da2f478-fb76-44b0-8783-48ba0353f228;02-UHD's/Tickets;1
bc0d03c4-1a28-4800-a4bc-bdee7cadb075;4da2f478-fb76-44b0-8783-48ba0353f228;02-UHD's/Tickets;1
a177a12d-cf41-41da-b8c9-12bd5f02cb3a;4da2f478-fb76-44b0-8783-48ba0353f228;02-UHD's/Tickets;1
94268e68-f643-430a-bf00-848380b80f26;4da2f478-fb76-44b0-8783-48ba0353f228;02-UHD's/Tickets;1
96f810ed-40a7-40e1-8d79-459393916f52;4da2f478-fb76-44b0-8783-48ba0353f228;02-UHD's/Tickets;1
897c4345-5d0c-4f23-8f18-ede19d9d8613;4da2f478-fb76-44b0-8783-48ba0353f228;02-UHD's/Tickets;1
94e0f007-0566-450a-9779-a7f011d8fc9f;4da2f478-fb76-44b0-8783-48ba0353f228;02-UHD's/Tickets;1
4b6da3db-2e25-4448-bb2a-f93052e84fae;4da2f478-fb76-44b0-8783-48ba0353f228;02-UHD's/Tickets;1
9f5ee545-e201-4899-9be4-ee156db20c40;4da2f478-fb76-44b0-8783-48ba0353f228;90-Support;1
80e7664c-3622-45d4-9f26-72455a70d780;2b8fb501-a4f7-4d29-bb01-c97b2237e775;28062 Mahnwesen für Lieferantenguthaben;1
84b41f1d-8b07-4d4f-a2d6-3f3f2ad696b8;2b8fb501-a4f7-4d29-bb01-c97b2237e775;39002 DHL - Informationen und Fragen zur Vorausverfügung;1
6d19acc7-9ed5-4b79-b92c-e498438bc5ee;2b8fb501-a4f7-4d29-bb01-c97b2237e775;44087 Auswertung Lieferanten;1
49b98f47-5f12-47ee-bbb8-ac2a37e947f1;2b8fb501-a4f7-4d29-bb01-c97b2237e775;44087 Auswertung Lieferanten;1
47e0c024-41cb-4cee-8db4-d5fdd46595e8;2b8fb501-a4f7-4d29-bb01-c97b2237e775;47091-Einrichtung neuer AT Steuersatz;1
aa74a2d8-7797-4a6c-ba78-b357970e62d3;2b8fb501-a4f7-4d29-bb01-c97b2237e775;47161-Umstellung Newsletter-Verwaltung;1
ec36a576-cf40-4685-97f5-f638446e00ff;2b8fb501-a4f7-4d29-bb01-c97b2237e775;47943-Neue Datenschutzrichtlinie;1
ee6843b4-93bd-4462-aed5-be28df941240;2b8fb501-a4f7-4d29-bb01-c97b2237e775;48048-Lieferungserzeugung zu UB-Pos.;1
e94f8444-a238-4d31-93db-ecff90987226;3d8a610e-d476-4050-bed5-4cfcefcf3932;01-Übergreifend;1
eedd3a0b-6395-4201-923f-2258067ba7f3;3d8a610e-d476-4050-bed5-4cfcefcf3932;02-Technologie;1
4e827494-9416-434f-b9b1-d73fdd1237c6;3d8a610e-d476-4050-bed5-4cfcefcf3932;16-Korrektur/Erweiterung Textpfelge;1
97dcaedf-39ba-4385-aa02-5f5fce7d5c68;3d8a610e-d476-4050-bed5-4cfcefcf3932;16-Korrektur/Erweiterung Textpfelge;1
8cb5e119-1a54-4edb-bbe1-b72267338016;3d8a610e-d476-4050-bed5-4cfcefcf3932;17-Kontingentierung;1
2af02654-92e2-43e5-b259-526760525499;3d8a610e-d476-4050-bed5-4cfcefcf3932;18-Darstellung Vektorgrafiken in Anlageliste;1
a1bbc16e-7359-4150-81d9-981ec9effe2c;3d8a610e-d476-4050-bed5-4cfcefcf3932;50-IAF;1
af18cc0e-a961-4871-bd3e-298fa25af8d6;3d8a610e-d476-4050-bed5-4cfcefcf3932;50-IAF;1
f7baaf2a-97f2-4aee-8a3d-6c33992ece9c;3d8a610e-d476-4050-bed5-4cfcefcf3932;50-IAF;1
66c7ca2f-df01-4c55-84fa-73b2f370921d;3d8a610e-d476-4050-bed5-4cfcefcf3932;60-FIORI generische Komponenten;1
27ca76a2-ab44-478d-b031-e6cbc90018f5;3d8a610e-d476-4050-bed5-4cfcefcf3932;60-FIORI generische Komponenten;1
bf1fa169-7843-426c-9a80-73d493b8a263;3d8a610e-d476-4050-bed5-4cfcefcf3932;60-FIORI generische Komponenten;1
e23fe454-2996-4ba0-9e66-6561e3272209;3d8a610e-d476-4050-bed5-4cfcefcf3932;60-FIORI generische Komponenten;1
